At    1293.33, Entity:   121,1085.747,0, ServeBegin 
At    1296.99, Entity:   140,1296.987,0, CreateEnd (Arrival) 
At    1301.81, Entity:   121,1085.747,0, ServeEnd 
At    1301.81, Entity:   122,1092.291,0, ServeBegin 
At    1312.18, Entity:   122,1092.291,0, ServeEnd 
At    1312.18, Entity:   123,1096.82,0, ServeBegin 
At    1316.09, Entity:   141,1316.087,0, CreateEnd (Arrival) 
At    1321.70, Entity:   142,1321.7,0, CreateEnd (Arrival) 
At    1324.00, Entity:   123,1096.82,0, ServeEnd 
At    1324.00, Entity:   124,1111.927,0, ServeBegin 
At    1332.81, Entity:   124,1111.927,0, ServeEnd 
At    1332.81, Entity:   125,1115.814,0, ServeBegin 
At    1337.15, Entity:   143,1337.148,0, CreateEnd (Arrival) 
At    1340.99, Entity:   125,1115.814,0, ServeEnd 
At    1340.99, Entity:   126,1117.02,0, ServeBegin 
At    1347.26, Entity:   144,1347.257,0, CreateEnd (Arrival) 
At    1348.60, Entity:   145,1348.597,0, CreateEnd (Arrival) 
At    1349.21, Entity:   126,1117.02,0, ServeEnd 
At    1349.21, Entity:   127,1123.219,0, ServeBegin 
At    1355.12, Entity:   146,1355.121,0, CreateEnd (Arrival) 
At    1358.41, Entity:   127,1123.219,0, ServeEnd 
At    1358.41, Entity:   128,1131.918,0, ServeBegin 
At    1366.68, Entity:   128,1131.918,0, ServeEnd 
At    1366.68, Entity:   129,1134.196,0, ServeBegin 
At    1374.81, Entity:   129,1134.196,0, ServeEnd 
At    1374.81, Entity:   130,1152.94,0, ServeBegin 
At    1377.76, Entity:   147,1377.762,0, CreateEnd (Arrival) 
At    1381.29, Entity:   148,1381.287,0, CreateEnd (Arrival) 
At    1381.74, Entity:   149,1381.738,0, CreateEnd (Arrival) 
At    1385.66, Entity:   130,1152.94,0, ServeEnd 
At    1385.66, Entity:   131,1153.287,0, ServeBegin 
At    1395.92, Entity:   150,1395.917,0, CreateEnd (Arrival) 
At    1397.13, Entity:   131,1153.287,0, ServeEnd 
At    1397.13, Entity:   132,1172.453,0, ServeBegin 
At    1402.31, Entity:   151,1402.307,0, CreateEnd (Arrival) 
At    1406.80, Entity:   132,1172.453,0, ServeEnd 
At    1406.80, Entity:   133,1179.679,0, ServeBegin 
At    1412.29, Entity:   152,1412.288,0, CreateEnd (Arrival) 
At    1417.54, Entity:   133,1179.679,0, ServeEnd 
At    1417.54, Entity:   134,1196.258,0, ServeBegin 
At    1428.74, Entity:   134,1196.258,0, ServeEnd 
At    1428.74, Entity:   135,1211.333,0, ServeBegin 
At    1432.79, Entity:   153,1432.788,0, CreateEnd (Arrival) 
At    1437.73, Entity:   135,1211.333,0, ServeEnd 
At    1437.73, Entity:   136,1220.617,0, ServeBegin
